logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B
TMPRSS4	-0.0761541633232898	-0.178403750682684	0.0260954240361046	2.9614041241809	-1.4686350422815	0.143501527633495	0.267693090676724	-5.16070561929779
COX8A	0.116400125927543	-0.0398886975754046	0.27268894943049	9.17606484016583	1.46861286279492	0.143507541749347	0.267693090676724	-5.16073667096122
RPS4X	0.157803680378288	-0.0541712880801532	0.36977864883673	9.9147294779196	1.46796042644566	0.143684541373792	0.26797871419257	-5.16164988795801
EBI3	-0.151772017596127	-0.355676066597428	0.0521320314051748	2.50409032731156	-1.46773502182715	0.143745730639952	0.268007870337587	-5.1619652952163
UQCR10	-0.117820766910091	-0.276117059458282	0.0404755256380999	8.39164983458291	-1.46768515424553	0.143759270618483	0.268007870337587	-5.16203506821019
FMR1	0.30677273834481	-0.105400070932912	0.718945547622531	5.42801251462312	1.46763893321017	0.143771821371616	0.268007870337587	-5.16209973701278
GPX7	-0.208348467704687	-0.488305849075704	0.0716089136663312	3.19200401536683	-1.46750702062408	0.143807645266188	0.268030127084731	-5.16228428767696
GNLY	0.451565110146099	-0.155262869089127	1.05839308938133	7.49709898950754	1.4673596813135	0.143847666795251	0.268060198734026	-5.16249040173132
C1orf198	-0.206488678119801	-0.484029220644642	0.0710518644050406	4.09583864129648	-1.46707261549343	0.143925666714759	0.268161021396816	-5.16289192211351
EXOSC6	0.122614347816358	-0.042207989414448	0.287436685047164	3.2048087219799	1.46692200581132	0.143966602601197	0.26819276467308	-5.16310254989667
TMPRSS6	-0.0910239922252516	-0.2133983992415	0.0313504147909967	2.76869374284422	-1.46671954196438	0.144021646681309	0.268233381910014	-5.16338566245968
FNIP1	0.249364785995697	-0.0858982745029039	0.584627846494298	5.93576070613568	1.46666598144762	0.144036210959699	0.268233381910014	-5.1634605516873
TP53INP2	-0.145325772761597	-0.340734332763187	0.0500827872399933	3.86629976877889	-1.46649590985007	0.144082464696133	0.26825160360635	-5.16369833096676
COX5B	0.100023165936156	-0.034474233012084	0.234520564884395	8.63927636457789	1.46645422313624	0.14409380382633	0.26825160360635	-5.16375660958094
AMN1	0.172438410095648	-0.0594616674025039	0.404338487593799	4.95122244297487	1.46627326359001	0.14414303430677	0.268298744566359	-5.16400957480044
HRASLS	-0.0976494175937339	-0.229026549162437	0.0337277139749695	2.37966366065829	-1.46565475521026	0.144311399089341	0.268549721818469	-5.16487396357236
RPP30	0.138427350610711	-0.0478266685033185	0.32468136972474	3.91625913503015	1.46554127186001	0.144342306987311	0.268549721818469	-5.1650325221113
TTC14	0.249232035517457	-0.0861398175942135	0.584603888629127	4.97983726455779	1.46540967079504	0.144378155758841	0.268549721818469	-5.16521637962355
ALG2	0.149423659828551	-0.0516453455232126	0.350492665180316	5.17950577324623	1.46539950071246	0.144380926425069	0.268549721818469	-5.16523058739337
RPP38	0.109165966406503	-0.0377371739263845	0.25606910673939	3.58378447346734	1.46533857802899	0.144397524634881	0.268549721818469	-5.16531569534834
C1GALT1C1	0.241396572762552	-0.0834832601702017	0.566276405695306	4.50038319369347	1.4651771807562	0.144441503979837	0.268587002098051	-5.16554114787385
MYST2	0.11478799350072	-0.0397308396808516	0.269306826682291	5.30261359078894	1.46486244113368	0.144527297524295	0.268702010075819	-5.16598073131413
AMD1	0.163128652346483	-0.0565138717223341	0.3827711764153	7.99525731730151	1.46452106226377	0.144620397024614	0.268809135522616	-5.16645741624916
PAPOLG	0.234519437121472	-0.0812561350134321	0.550295009256377	4.23979861476382	1.46447550459368	0.144632824833858	0.268809135522616	-5.16652102255802
ZNF836	0.0845152418448114	-0.0292999713092571	0.19833045499888	3.10639320241709	1.46425434666784	0.144693166864003	0.268876754189078	-5.16682976939754
PABPN1	0.0891955899206174	-0.0309675532282041	0.209358733069439	8.22646035525628	1.46370616418545	0.144842819988883	0.269110285747557	-5.16759486126318
PDE1B	-0.0751526394081763	-0.176404436625173	0.0260991578088209	2.4720462440804	-1.46360301900959	0.144870991841994	0.269118071585971	-5.1677387884588
KIAA1191	-0.165103105725727	-0.387591460060528	0.0573852486090742	5.9813976918593	-1.46328782277023	0.144957107024154	0.269233474846915	-5.16817854698546
CASP8AP2	0.176758408633908	-0.0614779261631605	0.414994743430977	3.29880042428141	1.4630321957924	0.145026976219121	0.269318670715037	-5.16853512707262
C17orf70	0.106818833102823	-0.0372014756487211	0.250839141854367	3.08526864275377	1.46253373105601	0.145163293748761	0.269501466116191	-5.16923027203179
IL12RB1	0.0907095207814459	-0.0315970120500403	0.213016053612932	2.79009923288945	1.46246343702672	0.145182525344691	0.269501466116191	-5.16932828347772
MKRN2	0.13451360015184	-0.0468637373780754	0.315890937681755	3.42846834633668	1.46239594213108	0.145200992981674	0.269501466116191	-5.16942238773686
TRAJ17	-0.0800033294892391	-0.187884863633947	0.0278782046554693	2.46355727896482	-1.46232110163116	0.145221472607789	0.269501466116191	-5.16952672858433
KCNC4	-0.0838567486879485	-0.196963281052117	0.0292497836762202	3.34881878998995	-1.46194869294329	0.145323413014858	0.2696363564807	-5.17004585428235
ZNF502	0.10068270740459	-0.0351271890042599	0.23649260381344	2.60254451463819	1.46185826301144	0.145348174966615	0.2696363564807	-5.17017189117772
ASTL	-0.0703088924500239	-0.165157578133165	0.0245397932331171	2.42593770730653	-1.46170838705795	0.145389221877808	0.2696363564807	-5.17038076429179
SAAL1	0.114176657382353	-0.0398512873209644	0.268204602085671	3.04433845302513	1.4617045659321	0.145390268496232	0.2696363564807	-5.17038608929156
GLTPD1	0.103431599190339	-0.0361581755978164	0.243021373978494	4.68603833448241	1.46110501825251	0.145554558517194	0.26989644013218	-5.17122143126868
AHSA2	0.106441920849115	-0.0372506368847216	0.250134478582952	3.00150350066332	1.46069730281961	0.145666363820002	0.270021682211213	-5.17178930440817
ZNF219	-0.113639035890957	-0.267048904388096	0.0397708326061811	3.44292629738693	-1.46068322701266	0.145670224924852	0.270021682211213	-5.17180890666864
PGBD4	0.0808876022338585	-0.0283333475313253	0.190108551999042	2.63125607201005	1.46035288310157	0.145760863533107	0.27004627751696	-5.17226889739933
SRPK1	0.167128256189388	-0.0585471568720472	0.392803669250823	8.27924732640201	1.4603179892059	0.145770440137703	0.27004627751696	-5.17231747981645
CBX3	-0.16386435024725	-0.385133502999985	0.0574048025054852	7.77386910049246	-1.46031116865822	0.145772312088812	0.27004627751696	-5.17232697586317
DSCR10	-0.0733080213213775	-0.172305788682695	0.0256897460399404	2.8063969599397	-1.46018504653369	0.145806930605043	0.27004627751696	-5.17250256414785
DHRS3	0.178825733962937	-0.0626681273763712	0.420319595302246	3.46293428250251	1.46017772830588	0.145808939536741	0.27004627751696	-5.17251275219098
FEN1	-0.163226532432568	-0.383664984280848	0.0572119194157122	2.93159363947739	-1.46010874390762	0.145827877539902	0.27004627751696	-5.17260878610557
CDKN2B	-0.0912911053703964	-0.214588368643111	0.032006157902318	2.41351798042211	-1.46001335386601	0.145854067700842	0.270050214112992	-5.17274157228663
OLFML2A	-0.0788273794825431	-0.185300558838857	0.0276457998737706	2.45385726186432	-1.45988506648578	0.145889295830223	0.270070880535592	-5.17292013930262
MED13	0.159546147623623	-0.0560392082868698	0.375131503534116	7.65308261247739	1.45931438848829	0.146046085377045	0.270316538034174	-5.17371429698255
CFB	-0.0866728438046391	-0.203802827622686	0.0304571400134073	2.59006842910553	-1.45913932593477	0.146094208548401	0.270361017204842	-5.17395785383002
IL18R1	-0.32520928354902	-0.764785248008148	0.114366680910108	6.85508295042211	-1.45885052637623	0.146173623752774	0.270463380998126	-5.17435958551868
CHMP4A	0.091014574920611	-0.0320760940988613	0.214105243940083	7.98299996566332	1.45803386873819	0.146398371517897	0.270834573882928	-5.17549516787857
NDUFA2	-0.10478134241942	-0.246520401100564	0.0369577162617236	7.58907407834171	-1.4577270521878	0.146482877582276	0.270934134289335	-5.17592164304581
DDX21	0.172278956436635	-0.0607751975036458	0.405333110376916	7.19806732745226	1.45766317948664	0.146500474680778	0.270934134289335	-5.17601041509384
PLEC	0.170654345129845	-0.0603172701714749	0.401625960431164	6.80260211747236	1.45693621411298	0.146700870391131	0.271260037490406	-5.17702050361159
CNO	0.080222204363702	-0.0283779200328668	0.188822328760271	4.87779449369849	1.45661932738727	0.146788289659393	0.271376966483972	-5.17746065045079
SFRS15	0.108804848547345	-0.0385263621808063	0.256136059275497	5.8770285820201	1.45624782732078	0.146890826172452	0.271521800577706	-5.17797653444596
MAGEH1	0.0866592006032993	-0.0307622780506353	0.204080679257234	2.37759039232663	1.45528794864849	0.147156014644923	0.271967193074	-5.17930887512014
CTSC	0.229597255374221	-0.0815253657670905	0.540719876515533	7.95303341226131	1.45518062137778	0.147185689171616	0.271977244176499	-5.17945779520856
SLC2A9	-0.0880411112764228	-0.207364101583634	0.0312818790307887	2.60824141981407	-1.45493364383479	0.147253992602223	0.272058660681948	-5.17980044379636
SLC5A9	-0.13435007957102	-0.316514871554338	0.0478147124122982	3.05775417030653	-1.45430428993995	0.147428155362697	0.272305149160403	-5.18067333165826
LYRM1	0.183148649919653	-0.0651867484008319	0.431484048240139	7.43765769004523	1.45427618319811	0.147435937114472	0.272305149160403	-5.18071230593058
CDH23	0.201230555409374	-0.0717320388155971	0.474193149634346	3.58260573908543	1.45369262881889	0.14759757392912	0.27255882419493	-5.18152132636506
MYO1C	-0.10054560418747	-0.236962288536932	0.035871080161992	4.19916408514573	-1.45337403777028	0.147685876985693	0.272666456425052	-5.1819628763833
THBS1	-0.292061081946675	-0.688337396028483	0.104215232135134	5.38114041741206	-1.45330703004969	0.147704454518614	0.272666456425052	-5.18205573342121
RSPH3	0.0809325017984222	-0.0288933906506405	0.190758394247485	2.49552282620603	1.45311512747882	0.147757668437695	0.272679887887297	-5.18232164235525
FAM96B	0.129004273098518	-0.0460564577629086	0.304065003959945	5.91378365731658	1.45310553866163	0.147760327770687	0.272679887887297	-5.18233492815554
GPR162	0.089880286938067	-0.0321160351765915	0.211876609052726	2.60642700695477	1.45277886015467	0.147850949795784	0.272802262184855	-5.18278750682619
ACVR2A	0.101697682881156	-0.0363735648887002	0.239768930651012	2.69019462430653	1.45241126169588	0.14795297434882	0.272945631784064	-5.18329665674933
GFM1	0.121655008802247	-0.0435307911049206	0.286840808709416	2.90155750441709	1.45224230239495	0.147999886075858	0.27296084467369	-5.18353063507558
PCYT2	-0.0783462241293638	-0.184729053530731	0.028036605272003	2.71103226751759	-1.45220635601862	0.148009868101889	0.27296084467369	-5.18358041092386
FCRL1	0.268885319609277	-0.0963411447921815	0.634111784010735	3.63348231589447	1.45173267526827	0.148141453935534	0.273158625708933	-5.18423621593918
TMEM93	0.109789970781203	-0.0393698017155185	0.258949743277925	6.37639378126131	1.45141884181086	0.148228684672612	0.273274568653862	-5.18467059912215
MANEAL	-0.0792354544244378	-0.18692046552088	0.0284495566720049	2.29277020169849	-1.45092878005787	0.148364977526105	0.273452902293994	-5.18534871967088
PPAN	0.0920282301738418	-0.0330456558598359	0.217102116207519	2.80371516870854	1.4508958080236	0.148374150959555	0.273452902293994	-5.18539433651781
NRSN2	-0.0788401204079401	-0.186032419746797	0.0283521789309166	2.65613026301005	-1.45032552836905	0.148532882437643	0.273679475327175	-5.18618315860318
UBAP2	0.155153827456481	-0.0558025996708619	0.366110254583823	4.77015946155276	1.45027891035077	0.148545863858298	0.273679475327175	-5.1862476281528
KDM4A	0.0835916129976084	-0.030074329691145	0.197257555686362	3.3312906908392	1.45015407344701	0.148580630689129	0.273694711830229	-5.18642025911898
LZIC	0.152089285474895	-0.0547344591169752	0.358913030066766	4.63111551827136	1.45004013192852	0.148612368641162	0.273694711830229	-5.1865778106888
WDR13	-0.116921167396465	-0.275926238260301	0.0420839034673705	6.57927873452261	-1.44998652950545	0.148627301184585	0.273694711830229	-5.18665192474924
MLXIPL	-0.0928527572283602	-0.219183341404577	0.0334778269478568	3.13253202472362	-1.44933272867541	0.148809529700057	0.273985322771786	-5.18755569490288
FAM26F	0.335000032423959	-0.120867010658874	0.790867075506791	6.24041515861809	1.44906695407647	0.148883655976616	0.274076835198423	-5.18792296977144
ARMC10	0.111418940376377	-0.0402157545199449	0.263053635272699	5.62668352270854	1.44891277487942	0.148926670579701	0.27411105416523	-5.18813600035175
BRIX1	0.161734562560735	-0.0584336967521552	0.381902821873626	3.62313205106533	1.44853812060848	0.149031235570927	0.274258531580345	-5.18865357061081
TREML1	-0.352009951309899	-0.831330917555386	0.127311014935588	6.41003424970352	-1.44813921579671	0.149142630876911	0.274418528234251	-5.18920449809915
GOPC	0.18615991374725	-0.067343591880601	0.439663419375101	3.14329061	1.44805147068945	0.149167142537342	0.274418635008861	-5.18932566295864
OSBPL1A	-0.229538856505978	-0.542166163435444	0.0830884504234884	4.68967412153769	-1.44780843904215	0.14923504978005	0.274498562306461	-5.18966122132477
LRWD1	0.143849650685318	-0.0521419911696896	0.339841292540326	4.88100859165829	1.44728166404849	0.149382321417523	0.274724420017608	-5.19038836029134
MIOX	-0.0827060992001427	-0.195398098038381	0.0299858996380952	2.37428316192965	-1.44719234054188	0.149407304861935	0.27472534411939	-5.19051163318617
CSE1L	0.171188415363462	-0.0621282969828506	0.404505127709774	4.93922556036181	1.44680607306937	0.149515379385642	0.274879028090707	-5.19104462451341
NANS	0.150643467981352	-0.0548107830175082	0.356097718980212	6.10197921902513	1.44582913813225	0.149788986111584	0.275320657821152	-5.19239202727707
SIKE1	0.169860644473937	-0.0618157899532873	0.401537078901162	4.11508990890452	1.44574835328517	0.149811628454099	0.275320657821152	-5.19250340703942
MCM3AP	0.134839983547105	-0.0490790231042653	0.318758990198476	5.26357829176884	1.44568567480284	0.149829197764549	0.275320657821152	-5.19258981898191
THOC7	-0.143054262529649	-0.338215018225855	0.0521064931665575	6.02026953413065	-1.44540685858467	0.14990737150654	0.275419208095349	-5.19297416566369
IPO8	0.160281779502869	-0.0585243883495239	0.379087947355262	4.66629025660804	1.44446291034471	0.150172265884211	0.27586072479172	-5.19427485480647
AQR	0.156726579361072	-0.0573848257586101	0.370837984480754	4.21585321500503	1.44339319302164	0.150472888601309	0.276363416973903	-5.1957478391921
ACTA2	0.227203726183406	-0.0832067977570421	0.537614250123854	4.4008489201206	1.44331395989164	0.150495173866292	0.276363416973903	-5.19585689952398
AP1G1	0.115569112006935	-0.0423507990508036	0.273489023064674	5.93599857142714	1.44306763017426	0.150564473236125	0.276441283258948	-5.19619592230251
RIPK2	0.200314617807509	-0.0734212352308886	0.474050470845906	4.87836753558291	1.44298812985996	0.150586844106394	0.276441283258948	-5.19630532623657
SPATA2	0.0959834416099956	-0.0351927066066109	0.227159589826602	3.37082492949749	1.44285684170222	0.150623793327074	0.276463887588554	-5.1964859848227
SYT11	0.16512542251363	-0.0606735348953076	0.390924379922567	3.3731269600402	1.44202838447039	0.150857111674327	0.276846853182224	-5.19762560934088
XPA	0.0872543573299862	-0.0320864470503195	0.206595161710292	2.88510360069347	1.44171681175482	0.150944931649954	0.276935358054584	-5.19805404255402
NAT8B	-0.12492744770899	-0.295799145960876	0.0459442505428962	3.0149673401005	-1.44168218203698	0.150954694815531	0.276935358054584	-5.19810165512564
MIIP	-0.116901459215444	-0.276885137430262	0.0430822189993739	5.59633278048241	-1.44087416392707	0.15118263724096	0.277308197959799	-5.19921228553105
RGNEF	-0.0760718150671931	-0.18019136535959	0.0280477352252034	2.60602132343719	-1.4406991315446	0.151232048786407	0.277353497545524	-5.19945278930828
VPS18	0.113884529509805	-0.0420808315465349	0.269849890566146	4.40000315290955	1.43985373211368	0.151470879127897	0.277707824871686	-5.20061401039542
TMOD2	0.126937365824964	-0.0469073694803862	0.300782101130315	2.53304944350251	1.43982509277843	0.151478974975656	0.277707824871686	-5.20065333704185
MIF4GD	0.140909351219512	-0.0520801876100224	0.333898890049046	6.28202224326633	1.43975251690851	0.151499492413515	0.277707824871686	-5.20075299254622
PRKAB1	0.125590255587039	-0.0464522848052423	0.297632795979321	4.87699608487437	1.43946760947795	0.151580057303849	0.277810126255722	-5.20114415760095
DUSP11	0.170816181574606	-0.0632178499687621	0.404850213117975	4.60410183962814	1.43923527514371	0.151645780134496	0.277866818154008	-5.20146308608318
CHMP4B	0.0877504920509331	-0.0324801804668774	0.207981164568744	8.3749900291407	1.43918320908285	0.151660511601613	0.277866818154008	-5.20153455095856
LOC100130071	-0.090618627992586	-0.214806780234843	0.0335695242496711	2.55113068147739	-1.43886191180985	0.15175144310651	0.277988033715516	-5.20197550144215
ORM2	0.309079241682451	-0.11454387506688	0.732702358431782	4.19039079746231	1.43870577314114	0.151795647577422	0.278016367702621	-5.20218975238476
AGER	0.17667376274486	-0.0654871576209277	0.418834683110648	5.4935805968794	1.43863227579202	0.151816458855967	0.278016367702621	-5.2022905963756
SPATA21	-0.0773889011786211	-0.18348874452788	0.0287109421706379	2.45868321845226	-1.43828760255262	0.151914084652923	0.278028759737827	-5.20276344718643
ANKMY2	0.11661010579077	-0.0432690352057563	0.276489246787296	3.64716723492462	1.43822284397379	0.151932432348999	0.278028759737827	-5.20285227590289
OTUD5	-0.120890224481588	-0.286641518487104	0.0448610695239273	4.70653616725126	-1.43818930844534	0.15194193445604	0.278028759737827	-5.20289827472465
RASGRP3	0.133906513458393	-0.0496912775869763	0.317504304503763	2.55094976911558	1.43818928950488	0.151941939822842	0.278028759737827	-5.2028983007039
RECQL	0.186806593199425	-0.0693251772117984	0.442938363610649	4.60536155750251	1.43817106992974	0.151947102430235	0.278028759737827	-5.20292329104279
P2RX1	0.216668169866331	-0.080447359693472	0.513783699426134	6.71133186758794	1.4379757508113	0.15200245552951	0.27808363511799	-5.2031911752424
CMKLR1	-0.0778180104297004	-0.18454350628387	0.0289074854244694	2.80159574339196	-1.43778431395834	0.152056723410165	0.27808363511799	-5.20345370028007
PLAGL1	0.232988851708273	-0.0865694179807271	0.552547121397274	5.67154749263317	1.43769538766334	0.152081936994262	0.27808363511799	-5.20357563684062
PLEKHG6	-0.08149855103491	-0.193280915219417	0.030283813149597	2.61624190333668	-1.43766730497257	0.152089900044231	0.27808363511799	-5.20361414255309
FBXO31	0.0892454823397895	-0.0331658042041703	0.211656768883749	2.88421946477387	1.43762818335838	0.152100993793818	0.27808363511799	-5.20366778310988
OCEL1	0.113561654370635	-0.0422204890319016	0.269343797773172	3.68814656127136	1.43746022070221	0.15214863016073	0.278125415810996	-5.20389806438785
HCST	0.124407237601631	-0.0462714076713819	0.295085882874643	8.38029564153769	1.43730275907596	0.152193298692002	0.278161758619161	-5.20411392455841
AFF1	0.150693438994738	-0.0560658698327071	0.357452747822183	7.61038359430653	1.4371796920449	0.152228217206332	0.278180272510903	-5.20428261793321
RPL10	0.121519742618842	-0.0452923165404217	0.288331801778106	11.0210032054673	1.43648533623454	0.152425345902464	0.278495153324235	-5.20523413697656
GALNT9	-0.0965543641554283	-0.229138790050258	0.0360300617394017	2.96106466398492	-1.43602233671924	0.152556900925427	0.278690141980326	-5.20586836396568
HIRIP3	-0.0991690547955524	-0.235355186057207	0.0370170764661027	3.11020706897487	-1.43590295937236	0.152590834489429	0.278706761822978	-5.20603185724963
ABHD5	-0.160723807219032	-0.381493669492184	0.0600460550541204	6.5627986840402	-1.43556289346253	0.152687531522892	0.278837994914547	-5.20649752170021
MEIS1	-0.0819284171109524	-0.19449553504155	0.0306387008196455	2.21901144965829	-1.43517485496323	0.152797926839219	0.278956969988799	-5.20702874486414
ALPK1	0.198320100751318	-0.0741800223730827	0.470820223875719	5.9424696798593	1.43509889810555	0.152819543403577	0.278956969988799	-5.20713271305008
ARIH2	-0.0911543580899137	-0.216406627910077	0.0340979117302493	6.46206375593467	-1.43507180417605	0.152827254632965	0.278956969988799	-5.20716979736076
C19orf33	-0.238108042531324	-0.565382754410294	0.0891666693476464	3.29470671094472	-1.43464158395903	0.152949739996995	0.279044686502088	-5.20775856142386
TERF2	0.0915543555320428	-0.0342884038740595	0.217397114938145	3.9164429570201	1.43460578128262	0.15295993654813	0.279044686502088	-5.20780755023893
C15orf26	-0.0781538944191769	-0.18558058094667	0.0292727921083161	2.39763928933668	-1.4345650391927	0.152971540470953	0.279044686502088	-5.20786329619959
C11orf46	0.118227379681015	-0.0442910453298766	0.280745804691907	4.11091247296985	1.43448912055454	0.152993164971654	0.279044686502088	-5.20796716885292
GNG5	0.0805731111453838	-0.0301893276089814	0.191335549899749	11.0482995413065	1.4344302103035	0.153009946454449	0.279044686502088	-5.20804776675037
MED9	-0.0676517214043528	-0.160657383387945	0.0253539405792391	3.12190801708543	-1.43433720254395	0.15303644400404	0.279044686502088	-5.2081750084646
NAA40	0.0924825405365852	-0.0346638471027788	0.219628928175949	2.85114052752261	1.43429183133441	0.153049371361642	0.279044686502088	-5.20823707681169
GRM4	-0.0958079526860347	-0.227544763074653	0.0359288577025835	3.15969617824121	-1.4340893651226	0.153107069094348	0.279060952978216	-5.20851402954281
CAPN1	-0.114548665216641	-0.272054495994546	0.0429571655612645	5.07066533222111	-1.43408600158903	0.153108027756806	0.279060952978216	-5.20851863018393
PXK	0.160437467055715	-0.0602782336435886	0.381153167755018	6.81885748407035	1.43335698873242	0.15331591699103	0.279394482051534	-5.20951552472027
LASS2	0.0941459689775206	-0.0353798790177601	0.223671816972801	7.90042662946734	1.43326694456169	0.153341609471448	0.27939593139935	-5.20963862192386
C8orf42	-0.0898502236085599	-0.213498380563169	0.0337979333460489	2.27171372852764	-1.43289152617001	0.15344876388961	0.279459634058303	-5.21015176573733
PPP1R1A	-0.108099046924678	-0.256862564140359	0.0406644702910023	3.36648938353769	-1.43287144041666	0.153454498515449	0.279459634058303	-5.21017921641136
PSMD4	-0.0875267954332823	-0.207983021381779	0.0329294305152142	8.14042716967839	-1.43282640246272	0.153467357769359	0.279459634058303	-5.2102407672364
KIFC1	-0.106308353889287	-0.252623526641434	0.040006818862859	2.30409336263819	-1.43271506815329	0.153499149526928	0.279459634058303	-5.21039291341484
RAMP1	-0.0893677164643703	-0.212367596285962	0.0336321633572212	2.92558957563317	-1.43270828808148	0.153501085754356	0.279459634058303	-5.21040217848684
SMG5	0.09187126433405	-0.034633166660182	0.218375695328282	2.77217846774874	1.43204199866136	0.153691453463651	0.279760825753299	-5.21131246383753
C17orf82	-0.0949493113132487	-0.225722447875173	0.0358238252486754	3.12729692857286	-1.43171006530914	0.153786358676693	0.279883257206737	-5.21176579687357
FABP5	0.177183037095171	-0.0668633864151233	0.421229460605466	2.8542787598191	1.43163231773755	0.153808594474599	0.279883257206737	-5.21187196459291
C2orf64	0.11172508497561	-0.0421863064692675	0.265636476420486	5.89601957128141	1.43140235901592	0.153874377058922	0.279913472331567	-5.21218595028067
ZMIZ1	0.204298524953613	-0.077141624812938	0.485738674720163	6.39802863962312	1.4313998824859	0.153875085618734	0.279913472331567	-5.21218933146657
ADM	0.200027264445	-0.0755640678745214	0.475618596764521	8.81440242896985	1.43121685019853	0.153927459889221	0.279952582720106	-5.21243920807859
TYMS	-0.333833848853899	-0.793801081163276	0.126133383455478	5.49472937968342	-1.43115039574821	0.153946479055941	0.279952582720106	-5.21252992429293
C20orf112	0.198381662612388	-0.0750764828199725	0.471839808044748	4.80784035756281	1.4305151480559	0.15412837685146	0.280237952855976	-5.21339688559045
FAM109A	-0.0945476879428484	-0.224914442158381	0.0358190662726838	4.01513081940703	-1.43009819885346	0.154247856146118	0.28040975889709	-5.21396571679695
RALA	0.155066246468913	-0.0587899192137085	0.368922412151534	5.68248831232663	1.42980660187247	0.154331457136996	0.280461466002425	-5.21436343729269
NDUFB10	0.127950904462699	-0.0485171618851001	0.304418970810498	6.5269302418392	1.42974646910785	0.154348701542075	0.280461466002425	-5.21444544484107
CAPN3	0.196874153056195	-0.0746535813142487	0.46840188742664	4.2723618690201	1.42973749381524	0.154351275532969	0.280461466002425	-5.21445768482928
CHRNB2	-0.0798650953627464	-0.190051739821237	0.0303215490957444	3.20492467970352	-1.42925544828025	0.154489567866048	0.280667302993815	-5.21511496031534
C19orf35	0.0928814967730727	-0.0352777867419743	0.22104078028812	4.74482899242714	1.42909445466034	0.15453577587496	0.280705807197928	-5.21533442891868
RSRC1	-0.0997910644115252	-0.237605194508516	0.0380230656854652	2.83649229428643	-1.42784053280606	0.154896035694957	0.281314664600875	-5.21704296317984
TBCA	-0.162810373062886	-0.387735351589537	0.0621146054637655	7.27066108024121	-1.42733588022612	0.155041206854812	0.281532754583286	-5.21773016440393
ARHGEF9	0.104016232019847	-0.0397202878950398	0.247752751934734	2.97654581196985	1.4269731160997	0.155145625885195	0.281676785905786	-5.21822400474953
CSRP1	0.158015761060259	-0.0603552852862643	0.376386807406782	4.48887354131156	1.42687901729993	0.155172720329645	0.281680405619423	-5.21835208384669
ABHD3	0.222769913696797	-0.0852373887310195	0.530777216124613	6.27769505106533	1.42618978950533	0.155371284277215	0.281995237289164	-5.2192899486416
DLGAP5	-0.180073895812769	-0.429190869811694	0.0690430781861569	2.39652244935176	-1.42537533675054	0.155606175508082	0.2823758896429	-5.22039764108316
AQP10	-0.232173969403873	-0.553410126417322	0.0890621876095762	3.8466695980201	-1.42518388865592	0.155661429254609	0.282430486514992	-5.22065792919024
FNIP2	0.154637012505499	-0.059332112999559	0.368606138010557	4.91546053819095	1.42509605715006	0.155686783284712	0.282430824769001	-5.22077733128448
OXCT2	-0.0714726187814438	-0.170382335221217	0.0274370976583289	2.46546266043216	-1.42489393434849	0.155745141399177	0.282491025825371	-5.22105207873193
WEE1	-0.14746515203252	-0.351655829190209	0.0567255251251695	3.14944339546231	-1.42408297005606	0.155979456089366	0.282870306437437	-5.22215404654755
C11orf31	0.139438543182451	-0.0536606436920276	0.33253773005693	7.14577499533166	1.42391541346308	0.156027902363545	0.282899500708831	-5.22238165198144
POP4	0.138537953561219	-0.0533224863794225	0.33039839350186	5.64681802753769	1.42385292431051	0.15604597303401	0.282899500708831	-5.22246652924935
LRRFIP2	0.160104168370641	-0.0616395242279165	0.381847860969198	6.44772141636181	1.42374811845168	0.156076284479981	0.282908748899102	-5.22260887592745
VDR	0.144148398351507	-0.0555361300940704	0.343832926797084	5.57370282357789	1.42346634519461	0.156157799900222	0.283010793036223	-5.22299152777644
HEATR5B	0.159613488157103	-0.0615211449052951	0.380748121219502	4.50737705755779	1.423294014704	0.156207670176908	0.283055461767359	-5.22322551833969
POLR2G	0.117195843113105	-0.0452575840033089	0.279649270229519	6.91454501622613	1.42254210435949	0.156425406004014	0.283364298476119	-5.22424613862693
POLR1B	0.110721552237923	-0.0427585955271689	0.264201700003015	3.17366645568342	1.4225310558785	0.156428607116339	0.283364298476119	-5.224261131563
SCRN1	0.136374085462219	-0.0527621869635096	0.325510357887947	4.48539359244724	1.42180103187425	0.156640230288732	0.283693002723283	-5.22525153120831
FUT6	-0.0813235270423251	-0.194116140368995	0.0314690862843447	2.81784001850754	-1.42173071598973	0.156660625367687	0.283693002723283	-5.22534690018131
C7orf31	0.0770181180088483	-0.0298412550748839	0.18387749109258	2.41864204122613	1.42122251707889	0.156808088470488	0.283914225365572	-5.22603602971868
GART	0.1262160069725	-0.0489516606686595	0.301383674613659	3.59885458507035	1.42083055670666	0.156921895268317	0.284074448895152	-5.22656737230586
CTNNA1	0.151591107859162	-0.0588699423962827	0.362052158114607	6.36911228819095	1.42031211986543	0.15707252176086	0.284301264387157	-5.22726994630447
UPF3A	0.116709788180298	-0.045350994689405	0.27877057105	3.43181214183417	1.42007456145395	0.157141578793971	0.284380389812279	-5.22759179626134
RALB	0.132317567789094	-0.051459116320469	0.316094251898658	8.42985096674874	1.41974025830575	0.157238798302993	0.284510447364751	-5.22804462906397
GPD2	0.142911875199905	-0.0556179663827313	0.341441716782542	4.72862612848241	1.4194637994166	0.157319230672761	0.28461009295659	-5.22841902962975
